yourlist:M202107026320BA52A5CE8FCD097CB85A53697A350ADA8BD	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Psmc4	P43686	PRS6B_HUMAN	reviewed	26S proteasome regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7) (TBP-7)	PSMC4 MIP224 TBP7	Homo sapiens (Human)	418
Psmc5	P62195	PRS8_HUMAN	reviewed	26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG)	PSMC5 SUG1	Homo sapiens (Human)	406
Prune	Q86TP1	PRUN1_HUMAN	reviewed	Exopolyphosphatase PRUNE1 (EC 3.6.1.1) (Drosophila-related expressed sequence 17) (DRES-17) (DRES17) (HTcD37) (Protein prune homolog 1) (hPrune)	PRUNE1 PRUNE	Homo sapiens (Human)	453
Psma1	P25786	PSA1_HUMAN	reviewed	Proteasome subunit alpha type-1 (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	PSMA1 HC2 NU PROS30 PSC2	Homo sapiens (Human)	263
Psma4	P25789	PSA4_HUMAN	reviewed	Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L)	PSMA4 HC9 PSC9	Homo sapiens (Human)	261
Psmb6	P28072	PSB6_HUMAN	reviewed	Proteasome subunit beta type-6 (EC 3.4.25.1) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y)	PSMB6 LMPY Y	Homo sapiens (Human)	239
Psd3	Q9NYI0	PSD3_HUMAN	reviewed	PH and SEC7 domain-containing protein 3 (Epididymis tissue protein Li 20mP) (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6 D) (Exchange factor for ARF6 D) (Hepatocellular carcinoma-associated antigen 67) (Pleckstrin homology and SEC7 domain-containing protein 3)	PSD3 EFA6D EFA6R HCA67 KIAA0942	Homo sapiens (Human)	1048
Psmd14	O00487	PSDE_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1)	PSMD14 POH1	Homo sapiens (Human)	310
Psmd3	O43242	PSMD3_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58)	PSMD3	Homo sapiens (Human)	534
Psme2	Q9UL46	PSME2_HUMAN	reviewed	Proteasome activator complex subunit 2 (11S regulator complex subunit beta) (REG-beta) (Activator of multicatalytic protease subunit 2) (Proteasome activator 28 subunit beta) (PA28b) (PA28beta)	PSME2	Homo sapiens (Human)	239
Pspc1	Q8WXF1	PSPC1_HUMAN	reviewed	Paraspeckle component 1 (Paraspeckle protein 1)	PSPC1 PSP1	Homo sapiens (Human)	523
Ptgds	P41222	PTGDS_HUMAN	reviewed	Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Beta-trace protein) (Cerebrin-28) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (L-PGDS) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2)	PTGDS PDS	Homo sapiens (Human)	190
Ptdss1	P48651	PTSS1_HUMAN	reviewed	Phosphatidylserine synthase 1 (PSS-1) (PtdSer synthase 1) (EC 2.7.8.29) (Serine-exchange enzyme I)	PTDSS1 KIAA0024 PSSA	Homo sapiens (Human)	473
Gart	P22102	PUR2_HUMAN	reviewed	Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)]	GART PGFT PRGS	Homo sapiens (Human)	1010
Adss	P30520	PURA2_HUMAN	reviewed	Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)	ADSS2 ADSS	Homo sapiens (Human)	456
Pygb	P11216	PYGB_HUMAN	reviewed	Glycogen phosphorylase, brain form (EC 2.4.1.1)	PYGB	Homo sapiens (Human)	843
Uqcrc1	P31930	QCR1_HUMAN	reviewed	Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)	UQCRC1	Homo sapiens (Human)	480
Uqcrq	O14949	QCR8_HUMAN	reviewed	Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)	UQCRQ	Homo sapiens (Human)	82
Uqcr10	Q9UDW1	QCR9_HUMAN	reviewed	Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7 kDa protein) (Ubiquinol-cytochrome c reductase complex 7.2 kDa protein)	UQCR10 UCRC HSPC119	Homo sapiens (Human)	63
Rab1b	Q9H0U4	RAB1B_HUMAN	reviewed	Ras-related protein Rab-1B (EC 3.6.5.2)	RAB1B	Homo sapiens (Human)	201
Rab35	Q15286	RAB35_HUMAN	reviewed	Ras-related protein Rab-35 (GTP-binding protein RAY) (Ras-related protein Rab-1C)	RAB35 RAB1C RAY	Homo sapiens (Human)	201
Rab3c	Q96E17	RAB3C_HUMAN	reviewed	Ras-related protein Rab-3C	RAB3C	Homo sapiens (Human)	227
Rab5c	P51148	RAB5C_HUMAN	reviewed	Ras-related protein Rab-5C (EC 3.6.5.2) (L1880) (RAB5L)	RAB5C RABL	Homo sapiens (Human)	216
Rab8a	P61006	RAB8A_HUMAN	reviewed	Ras-related protein Rab-8A (Oncogene c-mel)	RAB8A MEL RAB8	Homo sapiens (Human)	207
Rab9a	P51151	RAB9A_HUMAN	reviewed	Ras-related protein Rab-9A	RAB9A RAB9	Homo sapiens (Human)	201
Hras1	P01111	RASN_HUMAN	reviewed	GTPase NRas (EC 3.6.5.2) (Transforming protein N-Ras)	NRAS HRAS1	Homo sapiens (Human)	189
Hras1	P01112	RASH_HUMAN	reviewed	GTPase HRas (EC 3.6.5.2) (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]	HRAS HRAS1	Homo sapiens (Human)	189
Mras	O14807	RASM_HUMAN	reviewed	Ras-related protein M-Ras (EC 3.6.5.2) (Ras-related protein R-Ras3)	MRAS RRAS3	Homo sapiens (Human)	208
Rbm8a	Q9Y5S9	RBM8A_HUMAN	reviewed	RNA-binding protein 8A (Binder of OVCA1-1) (BOV-1) (RNA-binding motif protein 8A) (RNA-binding protein Y14) (Ribonucleoprotein RBM8A)	RBM8A RBM8 HSPC114 MDS014	Homo sapiens (Human)	174
Rcn2	Q14257	RCN2_HUMAN	reviewed	Reticulocalbin-2 (Calcium-binding protein ERC-55) (E6-binding protein) (E6BP)	RCN2 ERC55	Homo sapiens (Human)	317
Upf1	Q92900	RENT1_HUMAN	reviewed	Regulator of nonsense transcripts 1 (EC 3.6.4.-) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (hUpf1)	UPF1 KIAA0221 RENT1	Homo sapiens (Human)	1129
Rgl3	Q3MIN7	RGL3_HUMAN	reviewed	Ral guanine nucleotide dissociation stimulator-like 3 (RalGDS-like 3)	RGL3	Homo sapiens (Human)	710
Rheb	Q15382	RHEB_HUMAN	reviewed	GTP-binding protein Rheb (Ras homolog enriched in brain)	RHEB RHEB2	Homo sapiens (Human)	184
Arhgap23	Q9P227	RHG23_HUMAN	reviewed	Rho GTPase-activating protein 23 (Rho-type GTPase-activating protein 23)	ARHGAP23 KIAA1501	Homo sapiens (Human)	1491
Rims1	Q86UR5	RIMS1_HUMAN	reviewed	Regulating synaptic membrane exocytosis protein 1 (Rab-3-interacting molecule 1) (RIM 1) (Rab-3-interacting protein 2)	RIMS1 KIAA0340 RAB3IP2 RIM1 Nbla00761	Homo sapiens (Human)	1692
Rpl10	P27635	RL10_HUMAN	reviewed	60S ribosomal protein L10 (Laminin receptor homolog) (Large ribosomal subunit protein uL16) (Protein QM) (Ribosomal protein L10) (Tumor suppressor QM)	RPL10 DXS648E QM	Homo sapiens (Human)	214
Rpl14	P50914	RL14_HUMAN	reviewed	60S ribosomal protein L14 (CAG-ISL 7) (Large ribosomal subunit protein eL14)	RPL14	Homo sapiens (Human)	215
Rpl21	P46778	RL21_HUMAN	reviewed	60S ribosomal protein L21 (Large ribosomal subunit protein eL21)	RPL21	Homo sapiens (Human)	160
Rpl34	P49207	RL34_HUMAN	reviewed	60S ribosomal protein L34 (Large ribosomal subunit protein eL34)	RPL34	Homo sapiens (Human)	117
Rpl36a	P83881	RL36A_HUMAN	reviewed	60S ribosomal protein L36a (60S ribosomal protein L44) (Cell growth-inhibiting gene 15 protein) (Cell migration-inducing gene 6 protein) (Large ribosomal subunit protein eL42)	RPL36A RPL44 GIG15 MIG6	Homo sapiens (Human)	106
Rpl6	Q02878	RL6_HUMAN	reviewed	60S ribosomal protein L6 (Large ribosomal subunit protein eL6) (Neoplasm-related protein C140) (Tax-responsive enhancer element-binding protein 107) (TaxREB107)	RPL6 TXREB1	Homo sapiens (Human)	288
Rpl7	P18124	RL7_HUMAN	reviewed	60S ribosomal protein L7 (Large ribosomal subunit protein uL30)	RPL7	Homo sapiens (Human)	248
Rpl7a	P62424	RL7A_HUMAN	reviewed	60S ribosomal protein L7a (Large ribosomal subunit protein eL8) (PLA-X polypeptide) (Surfeit locus protein 3)	RPL7A SURF-3 SURF3	Homo sapiens (Human)	266
Rplp1	P05386	RLA1_HUMAN	reviewed	60S acidic ribosomal protein P1 (Large ribosomal subunit protein P1)	RPLP1 RRP1	Homo sapiens (Human)	114
Rraga	Q7L523	RRAGA_HUMAN	reviewed	Ras-related GTP-binding protein A (Rag A) (RagA) (EC 3.6.5.-) (Adenovirus E3 14.7 kDa-interacting protein 1) (FIP-1)	RRAGA	Homo sapiens (Human)	313
Rps17	P08708	RS17_HUMAN	reviewed	40S ribosomal protein S17 (Small ribosomal subunit protein eS17)	RPS17 RPS17L	Homo sapiens (Human)	135
Rps28	P62857	RS28_HUMAN	reviewed	40S ribosomal protein S28 (Small ribosomal subunit protein eS28)	RPS28	Homo sapiens (Human)	69
Rps29	P62273	RS29_HUMAN	reviewed	40S ribosomal protein S29 (Small ribosomal subunit protein uS14)	RPS29	Homo sapiens (Human)	56
Rps8	P62241	RS8_HUMAN	reviewed	40S ribosomal protein S8 (Small ribosomal subunit protein eS8)	RPS8 OK/SW-cl.83	Homo sapiens (Human)	208
Snrpn	P63162	RSMN_HUMAN	reviewed	Small nuclear ribonucleoprotein-associated protein N (snRNP-N) (Sm protein D) (Sm-D) (Sm protein N) (Sm-N) (SmN) (Tissue-specific-splicing protein)	SNRPN HCERN3 SMN	Homo sapiens (Human)	240
Rsu1	Q15404	RSU1_HUMAN	reviewed	Ras suppressor protein 1 (RSP-1) (Rsu-1)	RSU1 RSP1	Homo sapiens (Human)	277
RtcA	O00442	RTCA_HUMAN	reviewed	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1) (RTC domain-containing protein 1)	RTCA RPC RPC1 RTC1 RTCD1	Homo sapiens (Human)	366
Snrpc	P09234	RU1C_HUMAN	reviewed	U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)	SNRPC	Homo sapiens (Human)	159
Rufy3	Q7L099	RUFY3_HUMAN	reviewed	Protein RUFY3 (RUN and FYVE domain-containing protein 3) (Rap2-interacting protein x) (RIPx) (Single axon-regulated protein) (Singar)	RUFY3 KIAA0871	Homo sapiens (Human)	469
Slc12a5	Q9H2X9	S12A5_HUMAN	reviewed	Solute carrier family 12 member 5 (Electroneutral potassium-chloride cotransporter 2) (K-Cl cotransporter 2) (hKCC2) (Neuronal K-Cl cotransporter)	SLC12A5 KCC2 KIAA1176	Homo sapiens (Human)	1139
Slc12a9	Q9BXP2	S12A9_HUMAN	reviewed	Solute carrier family 12 member 9 (Cation-chloride cotransporter 6) (hCCC6) (Cation-chloride cotransporter-interacting protein 1) (CCC-interacting protein 1) (hCIP1) (Potassium-chloride transporter 9) (WO3.3)	SLC12A9 CCC6 CIP1	Homo sapiens (Human)	914
Slc20a2	Q08357	S20A2_HUMAN	reviewed	Sodium-dependent phosphate transporter 2 (Gibbon ape leukemia virus receptor 2) (GLVR-2) (Phosphate transporter 2) (PiT-2) (Pit2) (hPit2) (Solute carrier family 20 member 2)	SLC20A2 GLVR2 PIT2	Homo sapiens (Human)	652
Slc27a1	Q6PCB7	S27A1_HUMAN	reviewed	Long-chain fatty acid transport protein 1 (FATP-1) (Fatty acid transport protein 1) (EC 6.2.1.15) (Solute carrier family 27 member 1)	SLC27A1 ACSVL5 FATP1	Homo sapiens (Human)	646
Slc39a10	Q9ULF5	S39AA_HUMAN	reviewed	Zinc transporter ZIP10 (Solute carrier family 39 member 10) (Zrt- and Irt-like protein 10) (ZIP-10)	SLC39A10 KIAA1265 ZIP10	Homo sapiens (Human)	831
Scrn1	Q12765	SCRN1_HUMAN	reviewed	Secernin-1	SCRN1 KIAA0193	Homo sapiens (Human)	414
Sez6l2	Q6UXD5	SE6L2_HUMAN	reviewed	Seizure 6-like protein 2	SEZ6L2 PSK UNQ1903/PRO4349	Homo sapiens (Human)	910
Psph	P78330	SERB_HUMAN	reviewed	Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (L-3-phosphoserine phosphatase) (O-phosphoserine phosphohydrolase)	PSPH	Homo sapiens (Human)	225
Sf3a1	Q15459	SF3A1_HUMAN	reviewed	Splicing factor 3A subunit 1 (SF3a120) (Spliceosome-associated protein 114) (SAP 114)	SF3A1 SAP114	Homo sapiens (Human)	793
Sfxn1	Q9H9B4	SFXN1_HUMAN	reviewed	Sideroflexin-1	SFXN1	Homo sapiens (Human)	322
Sfxn3	Q9BWM7	SFXN3_HUMAN	reviewed	Sideroflexin-3	SFXN3	Homo sapiens (Human)	321
Sh3gl2	Q99962	SH3G2_HUMAN	reviewed	Endophilin-A1 (EEN-B1) (Endophilin-1) (SH3 domain protein 2A) (SH3 domain-containing GRB2-like protein 2)	SH3GL2 CNSA2 SH3D2A	Homo sapiens (Human)	352
Sh3bgrl2	Q9UJC5	SH3L2_HUMAN	reviewed	SH3 domain-binding glutamic acid-rich-like protein 2 (Fovea-associated SH3 domain-binding protein)	SH3BGRL2 FASH3	Homo sapiens (Human)	107
Shroom2	Q13796	SHRM2_HUMAN	reviewed	Protein Shroom2 (Apical-like protein) (Protein APXL)	SHROOM2 APXL	Homo sapiens (Human)	1616
Sipa1l2	Q9P2F8	SI1L2_HUMAN	reviewed	Signal-induced proliferation-associated 1-like protein 2 (SIPA1-like protein 2)	SIPA1L2 KIAA1389	Homo sapiens (Human)	1722
Skt	Q5T5P2	SKT_HUMAN	reviewed	Sickle tail protein homolog	KIAA1217 SKT	Homo sapiens (Human)	1943
Napb	Q9H115	SNAB_HUMAN	reviewed	Beta-soluble NSF attachment protein (SNAP-beta) (N-ethylmaleimide-sensitive factor attachment protein beta)	NAPB SNAPB	Homo sapiens (Human)	298
Snd1	Q7KZF4	SND1_HUMAN	reviewed	Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (EBNA2 coactivator p100) (Tudor domain-containing protein 11) (p100 co-activator)	SND1 TDRD11	Homo sapiens (Human)	910
Snta1	Q13424	SNTA1_HUMAN	reviewed	Alpha-1-syntrophin (59 kDa dystrophin-associated protein A1 acidic component 1) (Pro-TGF-alpha cytoplasmic domain-interacting protein 1) (TACIP1) (Syntrophin-1)	SNTA1 SNT1	Homo sapiens (Human)	505
Snx27	Q96L92	SNX27_HUMAN	reviewed	Sorting nexin-27	SNX27 KIAA0488 My014	Homo sapiens (Human)	541
Sphk2	Q9NRA0	SPHK2_HUMAN	reviewed	Sphingosine kinase 2 (SK 2) (SPK 2) (EC 2.7.1.91)	SPHK2 SK2	Homo sapiens (Human)	654
Sqstm1	Q13501	SQSTM_HUMAN	reviewed	Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62)	SQSTM1 ORCA OSIL	Homo sapiens (Human)	440
Srgap2,Srgap3	O43295	SRGP3_HUMAN	reviewed	SLIT-ROBO Rho GTPase-activating protein 3 (srGAP3) (Mental disorder-associated GAP) (Rho GTPase-activating protein 14) (WAVE-associated Rac GTPase-activating protein) (WRP)	SRGAP3 ARHGAP14 KIAA0411 KIAA1156 MEGAP SRGAP2	Homo sapiens (Human)	1099
Srp19	P09132	SRP19_HUMAN	reviewed	Signal recognition particle 19 kDa protein (SRP19)	SRP19	Homo sapiens (Human)	144
Srp68	Q9UHB9	SRP68_HUMAN	reviewed	Signal recognition particle subunit SRP68 (SRP68) (Signal recognition particle 68 kDa protein)	SRP68	Homo sapiens (Human)	627
Ssr4	P51571	SSRD_HUMAN	reviewed	Translocon-associated protein subunit delta (TRAP-delta) (Signal sequence receptor subunit delta) (SSR-delta)	SSR4 TRAPD	Homo sapiens (Human)	173
Stard9	Q9P2P6	STAR9_HUMAN	reviewed	StAR-related lipid transfer protein 9 (START domain-containing protein 9) (StARD9)	STARD9 KIAA1300	Homo sapiens (Human)	4700
Stoml2	Q9UJZ1	STML2_HUMAN	reviewed	Stomatin-like protein 2, mitochondrial (SLP-2) (EPB72-like protein 2) (Paraprotein target 7) (Paratarg-7)	STOML2 SLP2 HSPC108	Homo sapiens (Human)	356
Stmn1	P16949	STMN1_HUMAN	reviewed	Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Prosolin) (Protein Pr22) (pp17)	STMN1 C1orf215 LAP18 OP18	Homo sapiens (Human)	149
Strap	Q9Y3F4	STRAP_HUMAN	reviewed	Serine-threonine kinase receptor-associated protein (MAP activator with WD repeats) (UNR-interacting protein) (WD-40 repeat protein PT-WD)	STRAP MAWD UNRIP	Homo sapiens (Human)	350
Strn3	Q13033	STRN3_HUMAN	reviewed	Striatin-3 (Cell cycle autoantigen SG2NA) (S/G2 antigen)	STRN3 GS2NA SG2NA	Homo sapiens (Human)	797
Strip2	Q9ULQ0	STRP2_HUMAN	reviewed	Striatin-interacting protein 2 (Protein FAM40B)	STRIP2 FAM40B KIAA1170	Homo sapiens (Human)	834
Stx12	Q86Y82	STX12_HUMAN	reviewed	Syntaxin-12	STX12	Homo sapiens (Human)	276
Stx8	Q9UNK0	STX8_HUMAN	reviewed	Syntaxin-8	STX8	Homo sapiens (Human)	236
Stxbp1	P61764	STXB1_HUMAN	reviewed	Syntaxin-binding protein 1 (MUNC18-1) (N-Sec1) (Protein unc-18 homolog 1) (Unc18-1) (Protein unc-18 homolog A) (Unc-18A) (p67)	STXBP1 UNC18A	Homo sapiens (Human)	594
Svop	Q8N4V2	SVOP_HUMAN	reviewed	Synaptic vesicle 2-related protein (SV2-related protein)	SVOP	Homo sapiens (Human)	548
Aars	P49588	SYAC_HUMAN	reviewed	Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Renal carcinoma antigen NY-REN-42)	AARS1 AARS	Homo sapiens (Human)	968
Kars	Q15046	SYK_HUMAN	reviewed	Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	KARS1 KARS KIAA0070	Homo sapiens (Human)	597
Syn1	P17600	SYN1_HUMAN	reviewed	Synapsin-1 (Brain protein 4.1) (Synapsin I)	SYN1	Homo sapiens (Human)	705
Syn2	Q92777	SYN2_HUMAN	reviewed	Synapsin-2 (Synapsin II)	SYN2	Homo sapiens (Human)	582
Tars2	Q9BW92	SYTM_HUMAN	reviewed	Threonine--tRNA ligase, mitochondrial (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase-like 1)	TARS2 TARSL1	Homo sapiens (Human)	718
Sncg	O76070	SYUG_HUMAN	reviewed	Gamma-synuclein (Breast cancer-specific gene 1 protein) (Persyn) (Synoretin) (SR)	SNCG BCSG1 PERSYN PRSN	Homo sapiens (Human)	127
Yars2	Q9Y2Z4	SYYM_HUMAN	reviewed	Tyrosine--tRNA ligase, mitochondrial (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	YARS2 CGI-04	Homo sapiens (Human)	477
Cct6a	P40227	TCPZ_HUMAN	reviewed	T-complex protein 1 subunit zeta (TCP-1-zeta) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (HTR3) (Tcp20)	CCT6A CCT6 CCTZ	Homo sapiens (Human)	531
Thy1	P04216	THY1_HUMAN	reviewed	Thy-1 membrane glycoprotein (CDw90) (Thy-1 antigen) (CD antigen CD90)	THY1	Homo sapiens (Human)	161
Timm13	Q9Y5L4	TIM13_HUMAN	reviewed	Mitochondrial import inner membrane translocase subunit Tim13	TIMM13 TIM13B TIMM13A TIMM13B	Homo sapiens (Human)	95
Timm22	Q9Y584	TIM22_HUMAN	reviewed	Mitochondrial import inner membrane translocase subunit Tim22 (Testis-expressed protein 4)	TIMM22 TEX4 TIM22	Homo sapiens (Human)	194
Timm9	Q9Y5J7	TIM9_HUMAN	reviewed	Mitochondrial import inner membrane translocase subunit Tim9	TIMM9 TIM9 TIM9A TIMM9A	Homo sapiens (Human)	89
Tm9sf2	Q99805	TM9S2_HUMAN	reviewed	Transmembrane 9 superfamily member 2 (p76)	TM9SF2	Homo sapiens (Human)	663
Tomm70a	O94826	TOM70_HUMAN	reviewed	Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit) (Translocase of outer mitochondrial membrane protein 70)	TOMM70 KIAA0719 TOM70 TOMM70A	Homo sapiens (Human)	608
Top1	P11387	TOP1_HUMAN	reviewed	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I)	TOP1	Homo sapiens (Human)	765
Trappc11	Q7Z392	TPC11_HUMAN	reviewed	Trafficking protein particle complex subunit 11	TRAPPC11 C4orf41	Homo sapiens (Human)	1133
Trappc6b	Q86SZ2	TPC6B_HUMAN	reviewed	Trafficking protein particle complex subunit 6B (TRAPP complex subunit 6B)	TRAPPC6B	Homo sapiens (Human)	158
Tpp2	P29144	TPP2_HUMAN	reviewed	Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II)	TPP2	Homo sapiens (Human)	1249
Tprg1l	Q5T0D9	TPRGL_HUMAN	reviewed	Tumor protein p63-regulated gene 1-like protein (Mossy fiber terminal-associated vertebrate-specific presynaptic protein) (Protein FAM79A)	TPRG1L FAM79A MOVER	Homo sapiens (Human)	272
Trim46	Q7Z4K8	TRI46_HUMAN	reviewed	Tripartite motif-containing protein 46 (Gene Y protein) (GeneY) (Tripartite, fibronectin type-III and C-terminal SPRY motif protein)	TRIM46 TRIFIC	Homo sapiens (Human)	759
Trim3	O75382	TRIM3_HUMAN	reviewed	Tripartite motif-containing protein 3 (Brain-expressed RING finger protein) (RING finger protein 22) (RING finger protein 97)	TRIM3 BERP RNF22 RNF97	Homo sapiens (Human)	744
Tsg101	Q99816	TS101_HUMAN	reviewed	Tumor susceptibility gene 101 protein (ESCRT-I complex subunit TSG101)	TSG101	Homo sapiens (Human)	390
Tssc1	Q53HC9	EIPR1_HUMAN	reviewed	EARP and GARP complex-interacting protein 1 (Endosome-associated recycling protein-interacting protein) (Golgi-associated retrograde protein-interacting protein) (Tumor-suppressing STF cDNA 1 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 1 protein)	EIPR1 TSSC1	Homo sapiens (Human)	387
Tmsb4x	P62328	TYB4_HUMAN	reviewed	Thymosin beta-4 (T beta-4) (Fx) [Cleaved into: Hematopoietic system regulatory peptide (Seraspenide)]	TMSB4X TB4X THYB4 TMSB4	Homo sapiens (Human)	44
Uap1l1	Q3KQV9	UAP1L_HUMAN	reviewed	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 (EC 2.7.7.-)	UAP1L1	Homo sapiens (Human)	507
Uba6	A0AVT1	UBA6_HUMAN	reviewed	Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6) (EC 6.2.1.45) (Monocyte protein 4) (MOP-4) (Ubiquitin-activating enzyme E1-like protein 2) (E1-L2)	UBA6 MOP4 UBE1L2	Homo sapiens (Human)	1052
Ublcp1	Q8WVY7	UBCP1_HUMAN	reviewed	Ubiquitin-like domain-containing CTD phosphatase 1 (EC 3.1.3.16) (Nuclear proteasome inhibitor UBLCP1)	UBLCP1	Homo sapiens (Human)	318
Ubl4a	P11441	UBL4A_HUMAN	reviewed	Ubiquitin-like protein 4A (Ubiquitin-like protein GDX)	UBL4A DXS254E GDX UBL4	Homo sapiens (Human)	157
Uchl1	P09936	UCHL1_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase isozyme L1 (UCH-L1) (EC 3.4.19.12) (Neuron cytoplasmic protein 9.5) (PGP 9.5) (PGP9.5) (Ubiquitin thioesterase L1)	UCHL1	Homo sapiens (Human)	223
Ufc1	Q9Y3C8	UFC1_HUMAN	reviewed	Ubiquitin-fold modifier-conjugating enzyme 1 (Ufm1-conjugating enzyme 1)	UFC1 CGI-126 HSPC155	Homo sapiens (Human)	167
Uqcc2	Q9BRT2	UQCC2_HUMAN	reviewed	Ubiquinol-cytochrome-c reductase complex assembly factor 2 (Breast cancer-associated protein SGA-81M) (Mitochondrial nucleoid factor 1) (Mitochondrial protein M19)	UQCC2 C6orf125 MNF1	Homo sapiens (Human)	126
Vac14	Q08AM6	VAC14_HUMAN	reviewed	Protein VAC14 homolog (Tax1-binding protein 2)	VAC14 TAX1BP2 TRX	Homo sapiens (Human)	782
Vamp1	P23763	VAMP1_HUMAN	reviewed	Vesicle-associated membrane protein 1 (VAMP-1) (Synaptobrevin-1)	VAMP1 SYB1	Homo sapiens (Human)	118
Atp6v1a	P38606	VATA_HUMAN	reviewed	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (V-ATPase 69 kDa subunit) (Vacuolar ATPase isoform VA68) (Vacuolar proton pump subunit alpha)	ATP6V1A ATP6A1 ATP6V1A1 VPP2	Homo sapiens (Human)	617
Kdr	P35968	VGFR2_HUMAN	reviewed	Vascular endothelial growth factor receptor 2 (VEGFR-2) (EC 2.7.10.1) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309)	KDR FLK1 VEGFR2	Homo sapiens (Human)	1356
